Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Year
200501JC30316,538610,188800,-0.000894,51.58097,1,3,2,2,21/05/2005,7,23:00,13,E09000031,3,104,Single carriageway,30,,,-1,0,None within 50 metres,non-junction pedestrian crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004363,2005
200501JC30317,539420,187170,0.010141,51.566123,1,3,2,1,14/05/2005,7,23:40,13,E09000031,6,0,Single carriageway,30,,Giveway or uncontrolled,3,11,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01004440,2005
200501JC30318,537360,192650,-0.017417,51.615872,1,3,1,1,15/05/2005,1,09:03,13,E09000031,6,0,Single carriageway,30,,Automatic traffic signal,3,112,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004417,2005
200501JC30319,537390,189670,-0.01815,51.589086,1,3,1,1,15/05/2005,1,21:48,13,E09000031,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004408,2005
200501JC30320,536440,192190,-0.030875,51.611962,1,3,1,1,16/05/2005,2,16:35,13,E09000031,5,0,Single carriageway,30,,Giveway or uncontrolled,3,1009,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004453,2005
200501JC30321,537390,188790,-0.018494,51.581179,1,3,3,1,08/05/2005,1,05:30,13,E09000031,6,0,Single carriageway,30,,Giveway or uncontrolled,3,112,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004443,2005
200501JC30324,536640,188700,-0.029347,51.580552,1,3,2,1,23/05/2005,2,00:15,13,E09000031,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01004444,2005
200501JC30325,539400,186880,0.009738,51.563522,1,2,2,1,12/05/2005,5,11:20,13,E09000031,3,11,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004333,2005
200501JC30326,535840,189410,-0.040611,51.587125,1,3,2,1,11/05/2005,4,21:47,13,E09000031,3,1006,Single carriageway,30,,Automatic traffic signal,3,503,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004391,2005
200501JC30327,537680,187980,-0.014629,51.573829,1,3,1,1,11/05/2005,4,20:12,13,E09000031,6,0,Single carriageway,30,,Giveway or uncontrolled,3,104,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004420,2005
200501JC30328,538620,191730,0.000406,51.607297,1,3,2,1,16/05/2005,2,18:41,13,E09000031,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004381,2005
200501JC30329,538590,189170,-0.001036,51.5843,1,3,2,1,05/05/2005,5,18:45,13,E09000031,4,160,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004467,2005
200501JC30330,537450,191420,-0.0166,51.604797,1,3,2,1,17/05/2005,3,06:47,13,E09000031,6,0,Single carriageway,30,,Giveway or uncontrolled,3,112,None within 50 metres,No physical crossing within 50 meters,Darkeness: No street lighting,Fine without high winds,Dry,None,None,1,Yes,E01004419,2005
200501JC30331,538000,190940,-0.008851,51.60035,1,3,4,2,17/05/2005,3,17:39,13,E09000031,3,406,Dual carriageway,50,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004345,2005
200501JC30333,539620,194690,0.016016,51.633648,1,3,1,2,20/05/2005,6,09:00,13,E09000031,3,1069,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,2,Yes,E01004352,2005
200501JC30335,539160,187640,0.006579,51.570411,1,3,1,1,20/05/2005,6,16:00,13,E09000031,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004436,2005
200501JC30336,538300,186160,-0.006403,51.557323,1,3,1,1,20/05/2005,6,16:21,13,E09000031,3,112,Single carriageway,30,,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004430,2005
200501JC30337,538920,186480,0.00266,51.560046,1,3,2,1,20/05/2005,6,17:50,13,E09000031,4,161,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004341,2005
200501JC30339,535860,189770,-0.040183,51.590356,1,3,2,1,18/05/2005,4,09:10,13,E09000031,4,179,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004401,2005
200501JC30340,537600,194330,-0.013293,51.63091,1,3,2,1,23/05/2005,2,17:30,13,E09000031,3,112,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004357,2005
200501JC30341,536480,187260,-0.032214,51.567651,1,3,1,1,24/05/2005,3,13:59,13,E09000031,3,104,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004422,2005
200501JC30342,536620,187350,-0.03016,51.568425,1,2,1,1,24/05/2005,3,16:00,13,E09000031,3,104,Single carriageway,40,,,-1,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004427,2005
200501JC30343,536360,187190,-0.033971,51.567051,1,3,2,2,24/05/2005,3,16:49,13,E09000031,3,104,Single carriageway,30,,Giveway or uncontrolled,3,104,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004422,2005
200501JC30344,539160,190560,0.007735,51.59665,1,3,3,4,24/05/2005,3,20:55,13,E09000031,3,406,Dual carriageway,50,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004377,2005
200501JC30346,538540,188980,-0.001833,51.582605,1,3,2,1,24/05/2005,3,16:30,13,E09000031,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004465,2005
200501JC30348,535930,189260,-0.039371,51.585756,1,3,3,1,27/05/2005,6,09:00,13,E09000031,3,1006,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004393,2005
200501JC30349,539400,187810,0.010107,51.571879,1,3,2,1,27/05/2005,6,11:08,13,E09000031,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004442,2005
200501JC30350,538490,191870,-0.001414,51.608587,1,3,2,1,28/05/2005,7,08:09,13,E09000031,4,160,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004379,2005
200501JC30351,537520,190940,-0.015777,51.600467,1,3,2,1,19/04/2005,3,09:00,13,E09000031,3,406,Dual carriageway,40,,Giveway or uncontrolled,3,112,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004344,2005
200501JC30352,538420,188660,-0.003689,51.579759,1,3,2,1,29/05/2005,1,13:15,13,E09000031,6,0,Single carriageway,30,,Giveway or uncontrolled,3,104,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004364,2005
200501JC30353,537740,186090,-0.014504,51.556831,1,3,2,1,29/05/2005,1,16:01,13,E09000031,3,1006,Single carriageway,30,,Automatic traffic signal,3,106,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004429,2005
200501JC30354,536390,188390,-0.033073,51.577827,1,3,1,1,03/06/2005,6,09:38,13,E09000031,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004446,2005
200501JC30355,537280,187080,-0.020749,51.565839,1,3,1,1,12/05/2005,5,15:23,13,E09000031,6,0,Single carriageway,30,,Giveway or uncontrolled,3,1006,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004434,2005
200501JC30356,537440,191020,-0.0169,51.601205,1,3,1,1,09/05/2005,2,11:09,13,E09000031,3,406,Roundabout,30,,Automatic traffic signal,3,112,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004455,2005
200501JC30358,537350,192410,-0.017655,51.613718,1,3,2,1,23/05/2005,2,17:58,13,E09000031,6,0,Single carriageway,30,,Giveway or uncontrolled,3,112,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004454,2005
200501JC30360,538220,186320,-0.007494,51.55878,1,3,1,1,21/05/2005,7,14:49,13,E09000031,3,112,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004430,2005
200501JC30361,539200,187290,0.007017,51.567256,1,3,2,1,19/05/2005,5,21:15,13,E09000031,3,12,Dual carriageway,70,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004440,2005
200501JC30362,537680,190910,-0.01348,51.600158,1,3,3,1,10/05/2005,3,16:50,13,E09000031,3,406,Dual carriageway,50,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004344,2005
200501JC30363,537220,189420,-0.0207,51.586881,1,3,2,2,07/05/2005,7,14:29,13,E09000031,3,112,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004409,2005
200501JC30364,537780,186750,-0.013669,51.562752,1,3,2,1,13/05/2005,6,01:05,13,E09000031,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004429,2005
200501JC30365,537360,188950,-0.018864,51.582624,1,3,2,1,02/06/2005,5,08:35,13,E09000031,6,0,Dual carriageway,30,,Automatic traffic signal,3,112,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004443,2005
200501JC30366,538390,192160,-0.002743,51.611217,1,3,3,1,18/04/2005,2,15:40,13,E09000031,4,160,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004416,2005
200501JC30367,537590,194760,-0.013269,51.634777,1,3,1,1,06/05/2005,6,19:02,13,E09000031,3,112,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004350,2005
200501JC30368,538570,191740,-0.000311,51.607399,1,3,1,1,13/05/2005,6,12:00,13,E09000031,4,160,Single carriageway,30,,Giveway or uncontrolled,4,160,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004381,2005
200501JC30369,536190,190430,-0.035167,51.596207,1,3,2,1,03/06/2005,6,14:35,13,E09000031,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004400,2005
200501JC30370,536920,190000,-0.024802,51.592166,1,3,1,1,06/06/2005,2,20:56,13,E09000031,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004463,2005
200501JC30371,536590,189240,-0.029858,51.585417,1,3,2,1,06/06/2005,2,20:38,13,E09000031,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004392,2005
200501JC30372,536920,193020,-0.023623,51.619304,1,3,2,1,01/06/2005,4,17:04,13,E09000031,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004450,2005
200501JC30373,537070,191280,-0.022138,51.603632,1,3,2,2,07/06/2005,3,08:02,13,E09000031,3,406,Dual carriageway,50,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004403,2005
200501JC30374,537190,191860,-0.02018,51.608815,1,3,1,1,07/06/2005,3,17:45,13,E09000031,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004455,2005
200501JC30376,537300,191090,-0.018893,51.601869,1,3,2,1,07/06/2005,3,08:29,13,E09000031,3,406,Dual carriageway,70,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004403,2005
200501JC30377,536670,189090,-0.028763,51.584049,1,3,2,1,12/06/2005,1,16:25,13,E09000031,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004392,2005
200501JC30378,539390,193990,0.012417,51.627415,1,2,1,1,07/06/2005,3,17:00,13,E09000031,3,110,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004389,2005
200501JC30380,538190,186360,-0.007911,51.559147,1,3,2,1,09/06/2005,5,22:45,13,E09000031,6,0,Single carriageway,30,,Giveway or uncontrolled,3,112,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004430,2005
200501JC30381,536560,189640,-0.030135,51.589018,1,3,3,1,29/05/2005,1,16:26,13,E09000031,3,503,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004458,2005
200501JC30382,539110,185330,0.004944,51.549665,1,3,2,1,31/05/2005,3,23:15,17,E09000025,3,112,Single carriageway,30,,Giveway or uncontrolled,3,11,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01003615,2005
200501JC30383,538280,187390,-0.006208,51.568381,1,3,2,2,27/05/2005,6,07:45,13,E09000031,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004370,2005
200501JC30384,538720,187290,0.000096,51.567374,1,3,2,1,07/06/2005,3,17:45,13,E09000031,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004439,2005
200501JC30385,536680,189020,-0.028646,51.583418,1,3,1,1,15/04/2005,6,11:40,13,E09000031,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004392,2005
200501JC30387,538640,189530,-0.000173,51.587522,1,3,2,1,14/06/2005,3,15:30,13,E09000031,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004471,2005
200501JC30388,538310,185650,-0.00646,51.552737,1,3,1,1,20/05/2005,6,19:22,13,E09000031,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004336,2005
200501JC30389,539810,187750,0.015995,51.571239,1,3,2,1,06/05/2005,6,19:35,13,E09000031,3,11,Dual carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01004438,2005
200501JC30390,537750,186090,-0.01436,51.556828,1,3,2,1,13/06/2005,2,14:45,13,E09000031,3,1006,Roundabout,30,,Giveway or uncontrolled,3,106,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004429,2005
200501JC30391,539120,185890,0.00531,51.554695,1,3,2,1,21/05/2005,7,12:40,13,E09000031,3,11,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004328,2005
200501JC30392,538190,186370,-0.007907,51.559237,1,3,2,1,07/06/2005,3,13:45,13,E09000031,3,112,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004375,2005
200501JC30393,538560,187560,-0.002104,51.56984,1,2,2,2,14/06/2005,3,08:00,13,E09000031,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004437,2005
200501JC30394,536790,187780,-0.027542,51.572248,1,3,1,1,10/06/2005,6,08:35,13,E09000031,3,1006,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004425,2005
200501JC30395,538270,186290,-0.006785,51.558498,1,3,1,1,04/06/2005,7,21:34,13,E09000031,3,106,Single carriageway,30,,Automatic traffic signal,3,112,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004376,2005
200501JC30396,539340,190350,0.010249,51.594718,1,3,2,2,17/06/2005,6,17:50,13,E09000031,3,104,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004377,2005
200501JC30397,537830,189330,-0.011936,51.585924,1,3,2,1,18/06/2005,7,16:25,13,E09000031,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004410,2005
200501JC30398,538400,189260,-0.003742,51.585155,1,3,1,1,01/06/2005,4,12:00,13,E09000031,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004465,2005
200501JC30399,536570,190490,-0.029661,51.596654,1,3,2,1,23/06/2005,5,19:45,13,E09000031,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004402,2005
200501JC30400,539120,185970,0.005341,51.555414,1,3,2,1,22/06/2005,4,20:00,13,E09000031,3,11,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01004341,2005
200501JC30402,538020,187980,-0.009726,51.573746,1,3,2,1,26/05/2005,5,11:00,13,E09000031,5,0,Single carriageway,30,,Automatic traffic signal,3,112,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004364,2005
200501JC30403,536670,189070,-0.02877,51.58387,1,3,2,2,05/06/2005,1,13:11,13,E09000031,5,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004392,2005
200501JC30405,539270,187520,0.008117,51.569305,1,3,2,1,23/02/2005,4,20:17,13,E09000031,3,106,Single carriageway,30,,Giveway or uncontrolled,3,106,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01004440,2005
200501JC30406,539150,188550,0.006795,51.57859,1,3,2,1,03/07/2005,1,09:45,13,E09000031,3,114,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004363,2005
200501JC30407,535570,189350,-0.044529,51.586651,1,3,2,1,18/06/2005,7,14:45,13,E09000031,6,0,Single carriageway,30,,Automatic traffic signal,3,503,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004391,2005
200501JC30408,536620,187350,-0.03016,51.568425,1,3,1,1,26/05/2005,5,10:35,13,E09000031,3,104,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004427,2005
200501JC30409,538130,189920,-0.007377,51.591152,1,3,2,1,18/06/2005,7,01:00,13,E09000031,3,503,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01004348,2005
200501JC30410,537370,188900,-0.01874,51.582172,1,3,2,1,30/04/2005,7,01:15,13,E09000031,6,0,Single carriageway,30,,Automatic traffic signal,3,112,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01004443,2005
200501JC30411,537500,188430,-0.017049,51.577917,1,3,2,1,08/06/2005,4,13:35,13,E09000031,6,0,Single carriageway,30,,Giveway or uncontrolled,3,112,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004406,2005
200501JC30412,536330,187170,-0.034412,51.566878,1,3,2,2,02/06/2005,5,19:05,13,E09000031,3,104,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004422,2005
200501JC30413,539150,188550,0.006795,51.57859,1,2,2,2,18/06/2005,7,00:15,13,E09000031,3,114,Single carriageway,40,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01004363,2005
200501JC30414,536670,192880,-0.027287,51.618107,1,3,2,1,20/06/2005,2,14:30,13,E09000031,3,1037,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004450,2005
200501JC30415,537820,188120,-0.012555,51.575053,1,3,2,1,22/06/2005,4,16:40,13,E09000031,3,112,Single carriageway,30,,Giveway or uncontrolled,3,104,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004420,2005
200501JC30416,537750,186050,-0.014375,51.556469,1,3,2,1,11/06/2005,7,16:22,13,E09000031,3,1006,Roundabout,30,,Giveway or uncontrolled,3,1006,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004430,2005
200501JC30417,539220,186330,0.006925,51.558624,1,3,2,1,04/06/2005,7,10:57,13,E09000031,6,0,Single carriageway,30,,Giveway or uncontrolled,3,11,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004341,2005
200501JC30418,537360,193050,-0.01726,51.619467,1,2,1,1,15/05/2005,1,21:32,13,E09000031,3,112,Single carriageway,40,,Giveway or uncontrolled,6,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004451,2005
200501JC30419,536230,192270,-0.033875,51.612732,1,3,2,1,03/06/2005,6,22:50,13,E09000031,3,406,Dual carriageway,50,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01004453,2005
200501JC30420,538250,188570,-0.006177,51.578991,1,3,2,1,03/07/2005,1,17:15,13,E09000031,6,0,Single carriageway,30,,Giveway or uncontrolled,3,104,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004466,2005
200501JC30421,537010,189540,-0.023683,51.588011,1,3,1,1,09/06/2005,5,21:00,13,E09000031,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004462,2005
200501JC30422,537320,191060,-0.018616,51.601594,1,3,2,1,16/06/2005,5,07:40,13,E09000031,3,406,Dual carriageway,40,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004403,2005
200501JC30423,537310,191090,-0.018749,51.601866,1,3,2,1,09/06/2005,5,09:00,13,E09000031,3,406,Dual carriageway,40,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004403,2005
200501JC30425,538330,188610,-0.005007,51.579331,1,3,2,4,13/06/2005,2,12:50,13,E09000031,3,104,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004364,2005
200501JC30426,537570,185840,-0.017052,51.554626,1,3,2,1,09/06/2005,5,16:15,13,E09000031,3,106,Single carriageway,30,,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004430,2005
200501JC30427,536060,187070,-0.038343,51.566045,1,3,2,1,13/06/2005,2,10:20,13,E09000031,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004422,2005
